id,title,status,date,purpose,method,country_code,description,organizations,target,link,enforcement_details,revision
5ed78d78464c1a9af88ef3e2,ThaiChana Qr code app in Thailand,launched,2020-05-17,Contact tracing,"App, QR code, Smartphone",TH,"The app requires people to scan a Thai Chana Quick Response (QR) code to check in and check out of restaurants, shops or other businesses.","Centre for Covid-19 Situation Administration, Krung Thai Bank",general_public,https://www.pattayamail.com/coronavirus/thai-chana-application-open-for-registration-300257,,3
5ed78d78464c1a9af88ef3e3,E7mi: Tunisian contact tracing app,launched,2020-05-19,Contact tracing,"App, Bluetooth, GPS, Smartphone",TN,"Akil Agati, head of the Wizz Labs, said users ""will not report themselves infected, to avoid false alarms, and users who have been notified of being in contact with a sick person will also receive a phone call from the ONME so there can be follow-up"".","Ministry of Health, Wizz Labs",general_public,https://www.accessnow.org/covid-19-contact-tracing-apps-in-mena-a-privacy-nightmare/,Voluntary,5
5ed78d78464c1a9af88ef3e4,Corowarner: Turkey contact tracing app,inactive,,Contact tracing,"App, Bluetooth, GPS, Smartphone",TR,"We will ask for permission to access the app user’s GPS and bluetooth data to estimate the proximity and duration of an encounter between two users -- one who tested positive for the virus and the other who was at risk of being infected,",,general_public,https://www.aa.com.tr/en/latest-on-coronavirus-outbreak/turkey-to-use-contact-tracing-app-to-detect-coronavirus/1804425,,3
5ed78d78464c1a9af88ef3e5,Ugandan contact tracing app,launched,2020-05-28,Contact tracing,"App, Bluetooth, GPS, Smartphone",UG,Ugandan firm donates app to Ministry of Health,Defining Technologies,general_public,https://allafrica.com/stories/202005250236.html,,1
5ed78d78464c1a9af88ef3e6,Bluetooth badges for corporate contact tracing,launched,2020-05-21,Contact tracing,"Bluetooth, Wearables, Wifi",US,"Silicon Valley company Juniper Networks Inc plans to equip its about 10,000 employees with work identification badge holders that have a Bluetooth chip that will help to record a worker’s movements and interactions in the office, company vice president Jeff Aaron said in an interview. The system employs Wi-Fi routers and access points from Juniper Network’s unit Mist that will communicate with the Bluetooth chips on the badges. The data collected will help determine which employees need to be tested and isolate after a colleague tests positive for the new coronavirus.",Mist,corporate,https://www.reuters.com/article/us-health-coronavirus-network-tracing/tech-firms-deploy-bluetooth-chips-for-coronavirus-contact-tracing-in-office-idUSKBN22X1FJ,,6
5ed78d78464c1a9af88ef3e7,Unofficial drone tells New Yorkers to maintain a social distance,announced,,"Lockdown enforcement, Social distancing enforcement",Drones,US,"A frustrated drone enthusiast from Queens, Xavier Arthur, was so angry at people not following guidelines to stay home, he offered what he described as a public service. A loudspeaker on his drone broadcast a message: ""This is the Anti-COVID-19 Volunteer Drone Task Force. Please maintain a social distance of at least six feet. Again, please maintain social distancing. Please help stop the spread of this virus, reduce the death toll and save lives. For your own safety and your family's safety, please maintain social distancing.",,general_public,https://www.cbsnews.com/news/coronavirus-drones-slow-spread-covid-19/,,6
5ed78d78464c1a9af88ef3e8,Drone manufacture donates UAVs to US states,announced,2020-03-25,Lockdown enforcement,Drones,US,"Chinese drone manufacturer, DJI, gave away 100 UAVs as part of its disaster relief program to 43 agencies in 21 states",DJI,general_public,https://www.cbsnews.com/news/coronavirus-drones-slow-spread-covid-19/,,3
5ed78d78464c1a9af88ef3e9,US tech companies to develop temperature-monitoring patches for COVID-19,announced,,"Medical diagnostics, Self-diagnosis","AI, Fever detection, Wearables",US,"A group of tech companies is working on a patch about the size of small bandage that could be worn to monitor for the elevated body temperatures that can sometimes signal the onset of COVID-19. The patch would be powered by a specially designed microchip that will be made in Minnesota at a chip factory operated by SkyWater Technology in collaboration with Ohio-based chip design firm Linear ASICs and New York investment firm Asymmetric Return Capital. The patch is intended to be worn on the skin and to connect wirelessly to a smart phone to monitor a person’s body temperature, the companies said... The companies hope to use artificial intelligence to analyze signals such as the sounds of coughs to identify unique patterns for COVID-19 symptoms.","Asymmetric Return Capital, Linear ASICS, SkyWater Technology",general_public,https://uk.reuters.com/article/us-health-coronavirus-quicklogic/tech-companies-target-temperature-monitoring-patches-for-covid-19-idUKKBN2321H2,,3
5ed78d78464c1a9af88ef3ea,Bluezone: Vietnamese contact tracing,launched,2020-04-22,Contact tracing,"App, Bluetooth, Smartphone",VN,"SCMP: “According to data from mobile app analytics firm Sensor Tower, until mid-July, Vietnam’s adoption rate of the app was as low as 0.4 per cent of the population, meaning about 390,000 people downloaded it. But since the latest wave later that month, the app has been downloaded over 20 million times, based on official government figures.”","Bkav, Ministry of Information and Communications",general_public,https://www.bluezone.gov.vn/cac-cau-hoi-thuong-gap,,7
5ed78d78464c1a9af88ef3eb,Gauteng symptom checker app,launched,2020-04-07,Self-diagnosis,"App, GPS, Smartphone",ZA,"Mpilo app offers coronavirus ""self screening"" and allows you to ""request an ambulance"".",Vodacom,general_public,https://play.google.com/store/apps/details?id=co.za.vodacom.boxfusion.gphealth&hl=en_GB,Voluntary,2
5ed78d78464c1a9af88ef3ec,COVID Alert South Africa,launched,2020-09-02,Contact tracing,"App, Google Apple Exposure Notification (GAEN), QR code, Smartphone",ZA,"The developer Co-Pierre Georg told Deutsche Welle: ""Every time the code is scanned, you get a so-called geolocation receipt. It's like a note that says: On this day, at this time, you were at this specific place."" So far no national governments have shown interest but the developer is in talks with a ""major insurance company"" and Covi-ID is going to be tested at Cape Town’s OrangeJezicht market.",,general_public,https://www.sanews.gov.za/south-africa/health-launches-covid-19-contact-tracing-app,Voluntary,7
5ed78d78464c1a9af88ef3ed,Zimbabwe's CoronaAlert app,launched,,Self-diagnosis,"App, GPS, Smartphone",ZW,"Neighbourhood surveillance app: enables users to ""report coronavirus cases"" to a call centre team",Matsimba,general_public,https://play.google.com/store/apps/details?id=com.zimcovid19alert&hl=ar,Voluntary,5
5ed78d78464c1a9af88ef3ee,Corona Kavach: symptom checker app developed by Chhattisgarh (India) government,launched,,Self-diagnosis,"App, Smartphone, Symptom checker",IN,The app is a symptom checker that then warns you if you are approaching someone who has coronavirus,Government of Chhattisgarh,general_public,https://www.indiatvnews.com/technology/apps-corona-kavach-android-coronavirus-tracking-app-how-it-works-602127,,3
5ed78d78464c1a9af88ef3ef,Karnataka's quarantine app,launched,,Quarantine enforcement,"App, Smartphone",IN,"It's a new mobile app called Quarantine Watch. The government of the southern Indian state of Karnataka is using it to track people it has placed under home quarantine. To see whether people stay put, the app follows users' movements through GPS — and asks them to submit hourly selfies to prove they haven't left the house.",,general_public,https://www.npr.org/sections/goatsandsoda/2020/04/12/828843214/an-indian-state-tells-quarantined-folks-a-selfie-an-hour-will-keep-the-police-aw,,1
5ed78d78464c1a9af88ef3f0,"Himachal Pradesh's quarantine app, Corona Mukt Himachal",launched,,Quarantine enforcement,"App, Smartphone",IN,To track and monitor people placed under quarantine in the state,,general_public,https://government.economictimes.indiatimes.com/news/digital-india/hp-govt-develops-mobile-app-to-monitor-quarantined-people/74907032,Mandatory for quarantined persons,1
5ed78d78464c1a9af88ef3f1,SMC COVID-19 Tracker: Surat state’s (India) contact tracing app,launched,2020-03-27,Quarantine enforcement,"App, GPS, Smartphone",IN,"As of April 2nd, the Municipal Corporation of Surat was using the mobile application SMC COVID-19 Tracker to keep track of 3,600 home-quarantined people in the city. All the 3,600 home-quarantined persons in Surat have been asked to install the mobile application on their smartphones. 

According to India Times: ""After installing the app, the user is required to declare his or her current location and travel history. Then every hour the user is required to push a button called ""Send Location"" to update their whereabouts. If the user is found to have moved out of the house or the specified area, he or she is sent to institutional quarantine.""",,general_public,https://government.economictimes.indiatimes.com/news/digital-india/covid19-gujarat-cities-develops-apps-to-track-quarantined-people/74926145,Mandatory for quarantined people,4
5ed78d78464c1a9af88ef3f2,MP COVID RESPONSE APP: India’s Madhya Pradesh symptom checker,launched,,Self-diagnosis,"App, Smartphone",IN,"Information and symptom checker app. After reporting symptoms, the user is contacted by the nearest health center.",,general_public,https://play.google.com/store/apps/details?id=com.covidmp.coronago,,3
5ed78d78464c1a9af88ef3f3,MahaKavach: Maharashta state’s (India) quarantine app,launched,2020-04-01,Quarantine enforcement,"App, GPS, Smartphone",IN,"The State government has come up with a mobile application called Mahakavach to trace contacts of COVID-19 positive patients as well those who are home-quarantined. For home-quarantined citizens, the app uses ‘geo fencing’ and ‘selfie attendance.’",,general_public,https://play.google.com/store/apps/details?id=com.mahakavach,,4
5ed78d78464c1a9af88ef3f4,COVA Punjab: self assessment app,launched,2020-03-09,"Quarantine enforcement, Self-diagnosis","App, GPS, Smartphone, Symptom checker",IN,"Self-assessment app; other features added later: audio-video awareness, search of foreign-returned travellers, chatbot, reporting of mass gatherings, marking oneself as home quarantined and geo-fencing of home quarantined.",Punjab Government,general_public,https://apps.apple.com/us/app/cova-punjab/id1501977319,,3
5ed78d78464c1a9af88ef3f5,ALHOSN: UAE Contact tracing app,launched,2020-04-25,Contact tracing,"App, Bluetooth, QR code, Smartphone",AE,"The app combines the features of two other UAE apps, STAY HOME and TRACE COVID. The app implements a health code system that combines Bluetooth contact tracing with a red, green or grey QR code that testifies to a person’s COVID-19 risk status. Incoming travellers must also download the Al Hosn app and quarantine for 14 days."," Department of Health Abu Dhabi,  Dubai Health Authority., Ministry of Health and Prevention",general_public,https://gulfbusiness.com/public-urged-to-download-alhosn-uae-covid-19-tracing-app/,Voluntary,6
5ed78d78464c1a9af88ef3f6,Commswift develops WhatsApp based contact tracing system,launched,,Contact tracing,"QR code, Smartphone, WhatsApp",AE,Visitors to a business scan a QR code which enables them to send a pre-set message to the Commswift system. That message captures their data and allows the business using the system to access a “capacity report”.,Commswift,corporate,https://www.youtube.com/watch?v=_dRveZFkY4E,Voluntary,5
5ed78d78464c1a9af88ef3f7,SocialPass: contract tracing app for Swiss restaurants,launched,2020-06-17,Contact tracing,"QR code, Smartphone",CH,App for customers and restaurant owners which uses QR codes to establish contact tracing system,"Hotel Pro4U, Swiss Helios",corporate,https://www.socialpass.ch/?lang=en,,5
5ed78d78464c1a9af88ef3f8,VirusRadar: Hungary contact tracing app,launched,2020-05-14,Contact tracing,"App, Bluetooth, Smartphone",HU,Patients can decide whether they want to share their data with healthcare authorities as well.,"Ministry of Innovation and Technology, Nextsense",general_public,https://hungarytoday.hu/coronavirus-phone-app-virusradar-virus-radar-palkovics/,Voluntary,3
5ed78d78464c1a9af88ef3f9,Covid-19 Tracker: Ghana government self assessment app,launched,2020-04-14,Self-diagnosis,Symptom checker,GH,Self assessment app launched by Ghana’s Ministry of Communications,Ministry of Communications,general_public,https://ghcovid19.com/,Voluntary,5
5ed78d78464c1a9af88ef3fa,COVID Tracker: Irish contact tracing app launched,launched,2020-07-07,Contact tracing,"App, Bluetooth, Google Apple Exposure Notification (GAEN), Smartphone",IE,Contact tracing and self assessment app,"Apple, Google, Health Service Executive, Nearform",general_public,https://covidtracker.gov.ie/how-the-app-works,Voluntary,4
5ed78d78464c1a9af88ef3fb,Madhya Pradesh’s (India) ePass system,launched,,Travel authorization,Website,IN,E-passes necessary for moving around in lockdown,,general_public,https://government.economictimes.indiatimes.com/news/digital-india/epass-for-lockdown-online-e-pass-for-travel-to-get-easy-heres-how/75885341,,5
5eecb6c2e2566297622d1509,In Dubai: AI equipped CCTV to monitor temperatures and social distancing,launched,,"Social distancing enforcement, Medical diagnostics","AI, Fever detection, Thermal imaging",AE,"Security cameras in Dubai will be used to detect people’s temperature on the streets, in public places and in shopping centres. The system will alert police to social distancing violations.",Dubai Police,general_public,https://gulfnews.com/uae/coronavirus-cctv-cameras-to-monitor-peoples-temperature-social-distancing-in-dubai-1.71557743,Mandatory,3
5eecb6c2e2566297622d151b,Bolivia Segura: Coronavirus Bolivia App,launched,,Self-diagnosis,Information app,BO,"In Bolivia, the Ministry of Education presented Coronavirus Bolivia , an app that provides information on prevention and care, symptoms, frequently asked questions and emergency numbers, as well as publishing updated official data and communications.",Ministry of Education,general_public,https://www.derechosdigitales.org/14368/el-tecnoptimismo-volvio-en-forma-de-coron-apps/,,1
5eecb6c2e2566297622d151d,Rio de Janeiro police uses drones to alert about agglomerations,launched,2020-04-15,Lockdown enforcement,Drones,BR,Rio de Janeiro uses drones with loudspeakers to disperse crowds during pandemic,Police,general_public,https://recordtv.r7.com/cidade-alerta-rj/videos/coronavirus-prefeitura-do-rio-usa-drone-para-alertar-importancia-de-isolamento-social-16042020,,2
5eecb6c2e2566297622d151e,Coronavirus SUS App: Brazil,launched,,"Public information and awareness, Self-diagnosis","App, Bluetooth, Smartphone",BR,Information and symptom checker app by the Ministry of Health,Ministry of Health,general_public,https://apps.apple.com/us/app/coronav%C3%ADrus-sus/id1408008382,,3
5eecb6c2e2566297622d151f,Telecomms companies sharing user data with national statistics agency,launched,,Mobility tracking,Telecom data,BR,"On April 17th, Brazilian government edited an MP (provisional measure) signed by President Bolsonaro that obliged telecoms companies to share user data (name, phone number, address) with the national statistics agency (IBGE) to enable research to be done during the pandemic (which has impeded researchers from IBGE to do door-to-door research etc). On May 7th, the Supreme Court suspended the measure, voting on manifestations put forward by parties that it violated privacy rights. Even with the suspension, which means the effects of it are suspended, the measure can still be processed in Congress until it expires in August.",,general_public,http://www.planalto.gov.br/CCIVIL_03/_Ato2019-2022/2020/Mpv/mpv954.htm,,4
5eecb6c2e2566297622d1528,Chile's CoronApp,launched,,"Lockdown enforcement, Quarantine enforcement, Self-diagnosis","App, Smartphone, Symptom checker",CL,Information and symptom checker app. Users can also tell the app they will spend their quarantine period and report neighbours' symptoms.,Ministry of Health,general_public,https://www.derechosdigitales.org/14387/coronapp-la-inutilidad-del-atajo-tecnologico-desplegado-por-el-gobierno-y-sus-riesgos/,,4
5eecb6c2e2566297622d152d,Police in Colombia use drones to monitor lockdown compliance,launched,,Lockdown enforcement,Drones,CO,Colombia's police have been monitoring lockdown compliance with drones,Police,general_public,https://www.infodefensa.com/latam/2020/04/01/noticia-covid-19colombia83es-policia-colombiana-emplea-drones-hacer-cumplir-medida-aislamiento.html,Non-consensual,2
5eecb6c2e2566297622d152e,"""Medellín me cuida"" website",launched,,"Aid and welfare, Epidemiology, Self-diagnosis","Map, Symptom checker, Website",CO,"Users sign up for monetary assistance, the website checks their symptoms and maps the data to identify/ predict outbreaks.",Medellín municipal administration,general_public,https://www.economist.com/the-americas/2020/06/04/how-colombias-second-largest-city-is-controlling-the-pandemic,,6
5eecb6c2e2566297622d152f,"Cali Valle Corona: Colombian self-assessment website and app, with geotracking framework",launched,,Self-diagnosis,"GPS, Website",CO,"Website and also available as an app for download on Android; According to Fundación Karisma, it was initially developed to enforce lockdown, ideas was to connect it to police. Activates 34 permissions in phones.",Gobernación del Valle del Cauca,general_public,https://www.vallecorona.com/,,5
5eecb6c2e2566297622d1538,SaludEC App: Ecuador symptom checker,launched,2020-05-11,Self-diagnosis,"App, Smartphone",EC,"In addition to offering self-assessment of symptoms and providing official information, this app allows you to schedule medical appointments for specialties not related to the coronavirus.",,general_public,https://www.telecomunicaciones.gob.ec/el-presidente-lenin-moreno-presento-al-pais-la-app-saludec/,"To use the application, users must provide their name, year of birth, national identity document, phone number, e-mail, and geolocated address.",1
5eecb6c2e2566297622d1539,Estonia testing an immunity passport project,announced,,Proof of immunity,"Immunity passport, QR code, Smartphone",EE,"According to the project’s website: “The user can share information related to their immune status with a special QR code that can be shown to employers, friends, institutions, etc. Each QR code is unique and expires in one minute. Open access to data expires within an hour. This ensures that the state of immunity is up-to-date and protected against unauthorized sharing of sensitive health data.”",Back to Work,general_public,https://www.wired.co.uk/article/uk-immunity-passports-coronavirus,,6
5eecb6c2e2566297622d1547,Onfido in talks with European countries and US government to provide immunity passports,announced,2020-04-15,Proof of immunity,"Facial recognition, Immunity passport, QR code, Smartphone",GB,"The British AI start up's founder said the company was in talks with various European countries and the US government about ""playing a role"" in immunity passport systems",Onfido,general_public,https://www.cityam.com/british-ai-startup-onfido-in-talks-to-provide-coronavirus-immunity-passports/,,3
5eecb6c2e2566297622d1548,Onfido in talks with UK government about immunity passports,announced,2020-05-07,Proof of immunity,"Facial recognition, Immunity passport, QR code, Smartphone",GB,"Founder of Onfido told Politico he was in talks with the UK government about ""immunity passports"" which would allow people who have recovered from the coronavirus to prove their immunity and move freely, enabling lockdowns to end and economies to open up.",Onfido,general_public,https://www.politico.eu/article/digital-immunity-passport-is-the-lesser-of-two-evils-argues-uk-start-up-founder/,,5
5eecb6c2e2566297622d1558,Tecuido: Honduras symptom checker & contact tracing,inactive,,Self-diagnosis,"App, Smartphone",HN,"The app, initially developed by the digital government, is no longer available in the Apple/ Google app stores. In May, there was backlash among civil society entities due to privacy concerns. 

The contact tracing app sought to generate a real-time epidemiological map based on contact tracing input.",Honduras National Telecommunications Commission (Conatel),general_public,https://www.elheraldo.hn/pais/1381469-466/pol%C3%A9mica-por-app-para-covid-19-que-seg%C3%BAn-sectores-vulnera-privacidad,,4
5eecb6c2e2566297622d155a,Drones deployed to monitor lockdown enforcement in Croatian city of Rijeka,launched,,Lockdown enforcement,Drones,HR,"The Civil Protection Headquarters of the City of Rijeka has established surveillance of gatherings in public areas, especially playgrounds and beaches, with unmanned aerial vehicles of the Public Fire Brigade of the City of Rijeka",,general_public,http://hr.n1info.com/Vijesti/a504013/Rijeka-uz-pomoc-dronova-provjerava-krse-li-gradjani-odluku-o-zabrani-okupljanja.html,,2
5eecb6c2e2566297622d155b,Drones deployed to monitor lockdown enforcement in Croatian city of Virovitica,launched,,Lockdown enforcement,Drones,HR,"Drones operated by the Croatian Mountain Rescue Service (HGSS) will also be involved in the fight against the spread of coronavirus in Virovitica. The drones will be used to monitor gatherings, to which authorities on the ground will respond",,general_public,http://hr.n1info.com/Vijesti/a500463/I-u-Virovitici-dronovi-protiv-sirenja-koronavirusa.html,,2
5eecb6c2e2566297622d1571,Rakning-19: Icelandic contact tracing app,launched,2020-04-02,Contact tracing,"App, GPS, Smartphone",IS,,"Aranja, Decode, Kolibri, Samsyn, Sensa, Stokkur, The Directorate of Health",general_public,https://github.com/aranja/rakning-c19-app/blob/master/README.md,Voluntary,1
5eecb6c2e2566297622d157f,COVID-19MX: Mexico City's symptom checker website,launched,,Self-diagnosis,"Symptom checker, Website",MX,"The website contains a self-assessment questionnaire, information on hospital's capacities and location of COVID-19 test centres in Mexico City. In order to answer the questionnaire, users must provide personal information, including complete address. 

",Mexico City Public Administration,general_public,https://test.covid19.cdmx.gob.mx/,,6
5eecb6c2e2566297622d1582,New Zealand cell phone tracking for returning travellers,launched,2020-04-02,Quarantine enforcement,Telecom data,NZ,"Travellers returning from abroad receive a text message asking them to consent to location tracking by the police. The police uses this information for quarantine and lockdown enforcement. If they consent, they should enable their location services on their cell phone. ",,general_public,https://www.newshub.co.nz/home/new-zealand/2020/04/coronavirus-new-zealanders-arriving-home-asked-to-consent-to-police-tracking-their-location.html,Voluntary but people can still be monitored via phone calls and random visits if they don’t consent to the mobile tracking.,4
5eecb6c2e2566297622d1593,Singapore starts distributing Bluetooth contact-tracing tokens to its five million residents,launched,2020-09-14,Contact tracing,"Bluetooth, Wearables",SG,"Like the app, the ""tokens"" use Bluetooth to look for other users' devices and then log any contact with those devices."," Gov Tech, Ministry of Health",general_public,https://www.bbc.co.uk/news/business-54143015,,4
5eecb6c2e2566297622d1595,SafeEntry: Singapore introduces QR code system,launched,2020-03-20,Contact tracing,"App, QR code, Smartphone",SG,"The SafeEntry system is now being deployed in Singapore to try to speed up contact tracing. Where businesses and venues previously got people to fill in forms manually, this is a QR code that you have to scan, and then input your personal information and data before you enter.",GovTech department,general_public,https://www.safeentry.gov.sg/,"Voluntary for members of the public, mandatory for businesses",1
5eecb6c2e2566297622d1596,Slovakia amends telecoms law to track people in quarantine,launched,2020-03-25,Quarantine enforcement,"GPS, Telecom data",SK,"Although the government backtracked on using metadata from calls and messages, the amendment still allows the country’s Public Health Office to have access to the location data stored by telcos.",Public Health Authority of the Slovak Republic,general_public,https://www.euractiv.com/section/all/short_news/bratislava-parliament-approves-tracking-people-infected-with-covid-19/,,2
5eecb6c2e2566297622d1598,eKarantena Slovensko: Slovak Quarantine app,on_hold,2020-05-23,Quarantine enforcement,"App, GPS, Selfies, Smartphone",SK,"The government is working to relaunch the app, retired in June, to be used to control the observance of mandatory quarantine for citizens coming from abroad. Local media was reporting it should be ready by April, but negotiations have apparently been suspended on March 17th (see link in note)",National Center for Health Information,general_public,https://spectator.sme.sk/c/22409673/how-the-app-for-smart-quarantine-will-work.html,,3
5eecb6c2e2566297622d15a7,SmartCity: Vietnam launches quarantine app,launched,2020-03-18,Quarantine enforcement,"App, Smartphone",VN,"Patients [confirmed to have the virus] will be required to install the app on their phones. If they travel 20-30 metres from their homes or quarantine areas, the app will raise an alarm and send notifications to the residential clusters' heads and family members.",,general_public,https://vietnamtimes.org.vn/hanoi-launches-smartcity-mobile-app-to-track-covid-19-quarantined-cases-18556.html,,1
5eecb6c2e2566297622d15aa,Police deploy drones in Limpopo,launched,2020-04-12,Lockdown enforcement,"Drones, Loudspeakers",ZA,"The drone broadcasts reminders about physical distancing, records and count people. ""Officials monitor the footage and intervene if necessary. The first trial run resulted in an illegal shebeen being shut down.",,general_public,https://www.sowetanlive.co.za/news/south-africa/2020-04-12-watch--limpopo-mayor-becomes-big-brother-thanks-to-a-drone/,Mandatory,2
5eecb6c2e2566297622d15ad,Immuni: Italy launches contact tracing app,launched,2020-06-01,Contact tracing,"App, Bluetooth, Google Apple Exposure Notification (GAEN), Smartphone",IT,"The app wwas released in four regions - Liguria, Abruzzo, Marche and Puglia - before being released to the whole country","Apple, Bending Spoons, Google, Ministry of Health",general_public,https://www.reuters.com/article/us-health-coronavirus-italy-app/italy-launches-covid-19-contact-tracing-app-amid-privacy-concerns-idUSKBN2383EW,Voluntary,3
5eecb6c2e2566297622d15b3,Perú launches geolocation monitoring for citizens who report symptoms,launched,2020-04-17,"Lockdown enforcement, Quarantine enforcement",Telecom data,PE,"In Peru, the government has authorized the workgroup 'Te Cuido Perú' to use geolocation data provided by telecoms companies to monitor citizens (for three days) who have reported symptoms by calling an emergency number. 

",,general_public,https://hiperderecho.org/2020/06/rastreo-de-contactos-digital-presente-y-futuro-en-peru/,Not-consensual,4
5eecb6c2e2566297622d15b4,Symptom track: Dutch Symptom Checker,launched,2020-03-29,"Epidemiology, Self-diagnosis","App, Map, Smartphone",NL,Three Dutch companies have developed a symptom checker and heat map,"Forest, Greenberry, HIKE",general_public,https://www.symptotrack.org/nl,Voluntary,5
5eecb6c2e2566297622d15b5,Peru launches Perusentusmanos,launched,2020-05-27,"Contact tracing, Public information and awareness","App, Bluetooth, Smartphone",PE,Not a big success.,,general_public,https://privacyinternational.org/examples/3901/perus-covid-19-app-still-leaves-more-questions-answers,,1
5eecb6c2e2566297622d15b6,NCOVI: Vietnam's symptom checker and heatmap,launched,2020-03-10,"Epidemiology, Self-diagnosis","App, Map, Smartphone",VN,"The health ministry’s official coronavirus app, NCOVI, enables users to log their symptoms and voluntarily report suspected infections in their area, identifying hot spots. It also gives advice on whether to self-quarantine or go to the hospital.","Vietnam Ministry of Information and Communications, Vietnam Steering Committee for COVID-19 Prevention and Control",general_public,https://onezero.medium.com/vietnams-coronavirus-death-toll-is-zero-the-cost-total-surveillance-1cf3d0c6172b,,2
5eecb6c2e2566297622d15b7,Paraguay's symptom checker open-data website,launched,2020-03-25,Self-diagnosis,Website,PY,"This project is an automated notification system, that allows individuals to report their symptoms and obtain recommendations on how to proceed, while also generating data from the situation.

In addition to the symptom-checker feature for citizens, this open-data platform developed by tech startups based in Paraguay seeks to collect statistics on the COVID pandemic in the country. The statistics are displayed in a tab inside the website, and there is also an information trivia that users can respond to. "," Penguin Academy, Okimo, Product Lab Paraguay, Universidad Comunera Paraguay, Web Paraguay",general_public,https://autoreporte.org/about,Voluntary,1
5ef327cf6ae7e125d818a336,KoviTrace: Kenya tracing app,launched,,Contact tracing,"App, Smartphone, Unknown",KE,"The app, which can be installed on Android and IOS phones or accessed through USSD for users without smartphones, was developed by biochemist Donatus Njoroge, IT expert Gideon Kamau, and medical doctor Jesse Gitaki.",,general_public,https://itweb.africa/content/mQwkoq6PgWk73r9A,,1
5ef327cf6ae7e125d818a337,Kenyan university launches contact tracing app,launched,,Contact tracing,"App, Smartphone, Unknown",KE,"Victoria Ngumi, vice chancellor of Jomo Kenyatta University of Agriculture and Technology (JKUAT), said that the application known as contact tracing and case management web and mobile application is meant to help identify who, where and when someone gets into contact with a COVID-19 patient.",,general_public,http://www.xinhuanet.com/english/2020-05/07/c_139035989.htm,,4
5ef327cf6ae7e125d818a33a,Itoju: Nigeria Coronavirus app,inactive,2020-02-28,Self-diagnosis,"App, Smartphone",NG,"A company representative told The Correspondent: “The app provides vital information to sensitize the general public about Covid19 and how best to protect themselves following the WHO guidelines. The app also serves as a reporting tool for citizens to ask for help or report any suspicious activities related to coronavirus for active community tracking. We noticed that the emergency response call line would be overwhelmed during this period, so we incorporated a chat system and distributed call setup to help optimize and complement the existing system by the NCDC. The app also features an active map with geolocation showing the spread of Covid19 in Nigeria both at the National and state level. However, to give people more access to the platform, we discontinued the mobile application and moved some of the features to a web platform in April 2020 - reportcorona.ng",Trep Labs,general_public,https://ventureburn.com/2020/06/trep-labs-develops-app-to-track-covid-19-in-nigeria/,Voluntary,3
5ef327cf6ae7e125d818a33d,Boda Community: Ghana contact tracing website,launched,2020-04-15,Contact tracing,"Symptom checker, Website",GH,Triage questions and contact tracing,"Cansantey Business Systems Group, Channel IT GHANA",general_public,https://www.bbc.co.uk/sounds/play/p0894f6s,Voluntary,4
5ef327cf6ae7e125d818a359,Brazilian Hospital Albert Einstein launches self-assessment website,launched,2020-04-24,Self-diagnosis,Website,BR,"The Israelite Albert Einstein Hospital has launched the site autoavaliacaocoronavirus.einstein.br, which allows the public to answer a questionnaire and conduct a self-assessment online",Hospital Israelita Albert Einstein,general_public,https://www.derechosdigitales.org/14368/el-tecnoptimismo-volvio-en-forma-de-coron-apps/,,3
5ef327cf6ae7e125d818a35a,"""Coronavirusecuador.com"" website",launched,,Self-diagnosis,"Chatbot, Website",EC,"The website has the same function as the app, allowing users to directly call health authorities if they have COVID-19 symptoms and also has an option to schedule medical appointments on the website. The website also features a chatbot to answer questions.
",,general_public,https://www.derechosdigitales.org/14368/el-tecnoptimismo-volvio-en-forma-de-coron-apps/,,2
5ef327cf6ae7e125d818a35b,Alerta Honduras information and self-assessment app,launched,,Self-diagnosis,"App, Smartphone, Symptom checker",HN,,"Spicy Rocket, Vector",general_public,http://alertahonduras.spicyrocket.com/,,4
5ef327cf6ae7e125d818a35c,SMS Covid19: Mexico City's SMS chatbot,launched,2020-03-17,"Self-diagnosis, Public information and awareness","Chatbot, Symptom checker",MX,"By texting the word ""covid19"" to 51515, people in Mexico City can answers questions and find out what they should do in case they have symptoms. ""If it is If necessary"", the authorities will contact them ""to receive due attention"".",Mexico City Public Administration,general_public,https://jefaturadegobierno.cdmx.gob.mx/comunicacion/nota/presenta-gobierno-capitalino-servicio-de-informacion-sms-covid-19,Voluntary,5
5ef327cf6ae7e125d818a35d,Coronavirus UY: Uruguay's symptom checker and contact tracing app,launched,2020-04-05,"Contact tracing, Self-diagnosis","App, Google Apple Exposure Notification (GAEN), Smartphone, Symptom checker",UY,"Starting out as a self-assessment app, now CoronavirusUY also lets users activate “Exposure Alerts” to allow contact tracing, using the Google and Apple system",The Agency for Electronic Government and the Information and Knowledge Society (Agesic) and the Ministry of Public Health of Uruguay (MSP),general_public,https://blogs.lse.ac.uk/latamcaribbean/2020/08/26/uruguays-covid-19-contact-tracing-app-reveals-the-growing-importance-of-data-governance-frameworks/,,3
